,path,file_id,sequence_id,phrase
289,./dataset/train_landmark_files/VSL50.parquet,VSL50,congai_gx_5,con gái
1295,./dataset/train_landmark_files/VSL50.parquet,VSL50,tuchoi_pg_5,từ chối
720,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongnen_gg_2,không nên
1338,./dataset/train_landmark_files/VSL50.parquet,VSL50,tugiac_tx_2,tự giác
1103,./dataset/train_landmark_files/VSL50.parquet,VSL50,nongtinh_pg_3,nóng tính
235,./dataset/train_landmark_files/VSL50.parquet,VSL50,bucminh_px_3,bực mình
1402,./dataset/train_landmark_files/VSL50.parquet,VSL50,van_tx_4,vẫn
1003,./dataset/train_landmark_files/VSL50.parquet,VSL50,mitom_pg_3,mỳ tôm
885,./dataset/train_landmark_files/VSL50.parquet,VSL50,lau_pg_3,lâu
1216,./dataset/train_landmark_files/VSL50.parquet,VSL50,thoiquen_gg_1,thói quen
1328,./dataset/train_landmark_files/VSL50.parquet,VSL50,tugiac_px_2,tự giác
397,./dataset/train_landmark_files/VSL50.parquet,VSL50,cokhong_tg_1,có không
751,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongdep_gg_3,không đẹp
57,./dataset/train_landmark_files/VSL50.parquet,VSL50,buontham_tx_1,buồn thảm
45,./dataset/train_landmark_files/VSL50.parquet,VSL50,buontham_pg_4,buồn thảm
1160,./dataset/train_landmark_files/VSL50.parquet,VSL50,phaikhong_gx_3,phải không
52,./dataset/train_landmark_files/VSL50.parquet,VSL50,buontham_tg_1,buồn thảm
1100,./dataset/train_landmark_files/VSL50.parquet,VSL50,nongtinh_gx_5,nóng tính
210,./dataset/train_landmark_files/VSL50.parquet,VSL50,boiroi_tg_4,bối rồi
448,./dataset/train_landmark_files/VSL50.parquet,VSL50,dunglai_gx_5,dừng lại
826,./dataset/train_landmark_files/VSL50.parquet,VSL50,khodai_px_1,khờ dại
586,./dataset/train_landmark_files/VSL50.parquet,VSL50,hua_tg_4,hứa
1122,./dataset/train_landmark_files/VSL50.parquet,VSL50,naunuong_gg_1,nấu nướng
497,./dataset/train_landmark_files/VSL50.parquet,VSL50,hangngay_tx_3,hàng ngày
1447,./dataset/train_landmark_files/VSL50.parquet,VSL50,dungkhong_pg_2,đúng không
1045,./dataset/train_landmark_files/VSL50.parquet,VSL50,nhavesinh_px_1,nhà vệ sinh
338,./dataset/train_landmark_files/VSL50.parquet,VSL50,contrai_tg_3,con trai
1466,./dataset/train_landmark_files/VSL50.parquet,VSL50,đúng_không-miền_nam,đúng không
1315,./dataset/train_landmark_files/VSL50.parquet,VSL50,tugiac_gg_4,tự giác
405,./dataset/train_landmark_files/VSL50.parquet,VSL50,cokhong_tx_4,có không
98,./dataset/train_landmark_files/VSL50.parquet,VSL50,bangai_gg_5,bạn gái
599,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongcho_gx_1,không cho
896,./dataset/train_landmark_files/VSL50.parquet,VSL50,lau_tg_4,lâu
1321,./dataset/train_landmark_files/VSL50.parquet,VSL50,tugiac_gx_5,tự giác
303,./dataset/train_landmark_files/VSL50.parquet,VSL50,congai_tg_2,con gái
277,./dataset/train_landmark_files/VSL50.parquet,VSL50,chame_tx_4,cha mẹ
14,./dataset/train_landmark_files/VSL50.parquet,VSL50,bame_pg_5,ba mẹ
377,./dataset/train_landmark_files/VSL50.parquet,VSL50,cokhong_gg_1,có không
1183,./dataset/train_landmark_files/VSL50.parquet,VSL50,phải_không-miền_nam,phải không
1086,./dataset/train_landmark_files/VSL50.parquet,VSL50,nenkhong_tx_2,nên không
1288,./dataset/train_landmark_files/VSL50.parquet,VSL50,tuchoi_gx_3,từ chối
1376,./dataset/train_landmark_files/VSL50.parquet,VSL50,van_gg_3,vẫn
1533,./dataset/train_landmark_files/VSL50.parquet,VSL50,diachi_gg_5,địa chỉ
1162,./dataset/train_landmark_files/VSL50.parquet,VSL50,phaikhong_gx_5,phải không
1076,./dataset/train_landmark_files/VSL50.parquet,VSL50,nenkhong_px_2,nên không
1461,./dataset/train_landmark_files/VSL50.parquet,VSL50,dungkhong_tx_1,đúng không
767,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongdep_px_4,không đẹp
1353,./dataset/train_landmark_files/VSL50.parquet,VSL50,voduyen_pg_1,vô duyên
219,./dataset/train_landmark_files/VSL50.parquet,VSL50,bucminh_gg_2,bực mình
359,./dataset/train_landmark_files/VSL50.parquet,VSL50,conban_pg_4,còn bạn
1351,./dataset/train_landmark_files/VSL50.parquet,VSL50,voduyen_gx_4,vô duyên
72,./dataset/train_landmark_files/VSL50.parquet,VSL50,ban_gx_5,bạn
596,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongcho_gg_3,không cho
317,./dataset/train_landmark_files/VSL50.parquet,VSL50,contrai_gg_4,con trai
846,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_gg_5,kết bạn
903,./dataset/train_landmark_files/VSL50.parquet,VSL50,lâu-miền_bắc,lâu
518,./dataset/train_landmark_files/VSL50.parquet,VSL50,hapdan_px_3,hấp dẫn
18,./dataset/train_landmark_files/VSL50.parquet,VSL50,bame_px_4,ba mẹ
1237,./dataset/train_landmark_files/VSL50.parquet,VSL50,thoiquen_px_5,thói quen
321,./dataset/train_landmark_files/VSL50.parquet,VSL50,contrai_gx_3,con trai
858,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_px_2,kết bạn
1128,./dataset/train_landmark_files/VSL50.parquet,VSL50,naunuong_gx_2,nấu nướng
523,./dataset/train_landmark_files/VSL50.parquet,VSL50,hapdan_tg_3,hấp dẫn
534,./dataset/train_landmark_files/VSL50.parquet,VSL50,hen_gg_3,hẹn
75,./dataset/train_landmark_files/VSL50.parquet,VSL50,ban_pg_3,bạn
1203,./dataset/train_landmark_files/VSL50.parquet,VSL50,thitham_px_4,thì thầm
466,./dataset/train_landmark_files/VSL50.parquet,VSL50,dunglai_tx_3,dừng lại
719,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongnen_gg_1,không nên
875,./dataset/train_landmark_files/VSL50.parquet,VSL50,lau_gg_3,lâu
309,./dataset/train_landmark_files/VSL50.parquet,VSL50,congai_tx_3,con gái
1272,./dataset/train_landmark_files/VSL50.parquet,VSL50,thuongxuyen_tg_4,thường xuyên
1318,./dataset/train_landmark_files/VSL50.parquet,VSL50,tugiac_gx_2,tự giác
343,./dataset/train_landmark_files/VSL50.parquet,VSL50,contrai_tx_3,con trai
290,./dataset/train_landmark_files/VSL50.parquet,VSL50,congai_pg_1,con gái
163,./dataset/train_landmark_files/VSL50.parquet,VSL50,bome_gx_3,bố mẹ
133,./dataset/train_landmark_files/VSL50.parquet,VSL50,bantrai_gx_4,bạn trai
340,./dataset/train_landmark_files/VSL50.parquet,VSL50,contrai_tg_5,con trai
529,./dataset/train_landmark_files/VSL50.parquet,VSL50,hapdan_tx_4,hấp dẫn
1026,./dataset/train_landmark_files/VSL50.parquet,VSL50,mytom_tx_4,mỳ tôm
151,./dataset/train_landmark_files/VSL50.parquet,VSL50,bantrai_tx_2,bạn trai
208,./dataset/train_landmark_files/VSL50.parquet,VSL50,boiroi_tg_2,bối rồi
1373,./dataset/train_landmark_files/VSL50.parquet,VSL50,vô_duyên-miền_nam,vô duyên
1268,./dataset/train_landmark_files/VSL50.parquet,VSL50,thuongxuyen_px_5,thường xuyên
1204,./dataset/train_landmark_files/VSL50.parquet,VSL50,thitham_px_5,thì thầm
580,./dataset/train_landmark_files/VSL50.parquet,VSL50,hua_px_3,hứa
4,./dataset/train_landmark_files/VSL50.parquet,VSL50,bame_gg_5,ba mẹ
1287,./dataset/train_landmark_files/VSL50.parquet,VSL50,tuchoi_gx_2,từ chối
564,./dataset/train_landmark_files/VSL50.parquet,VSL50,hua_gg_2,hứa
1254,./dataset/train_landmark_files/VSL50.parquet,VSL50,thuongxuyen_gx_1,thường xuyên
1482,./dataset/train_landmark_files/VSL50.parquet,VSL50,depkhong_pg_5,đẹp không
914,./dataset/train_landmark_files/VSL50.parquet,VSL50,mayman_pg_1,may mắn
584,./dataset/train_landmark_files/VSL50.parquet,VSL50,hua_tg_2,hứa
911,./dataset/train_landmark_files/VSL50.parquet,VSL50,mayman_gx_3,may mắn
833,./dataset/train_landmark_files/VSL50.parquet,VSL50,khodai_tg_3,khờ dại
67,./dataset/train_landmark_files/VSL50.parquet,VSL50,ban_gg_5,bạn
597,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongcho_gg_4,không cho
313,./dataset/train_landmark_files/VSL50.parquet,VSL50,con trai,con trai
1384,./dataset/train_landmark_files/VSL50.parquet,VSL50,van_pg_1,vẫn
1034,./dataset/train_landmark_files/VSL50.parquet,VSL50,nhavesinh_gg_5,nhà vệ sinh
483,./dataset/train_landmark_files/VSL50.parquet,VSL50,hangngay_pg_4,hàng ngày
1477,./dataset/train_landmark_files/VSL50.parquet,VSL50,depkhong_gx_5,đẹp không
342,./dataset/train_landmark_files/VSL50.parquet,VSL50,contrai_tx_2,con trai
1544,./dataset/train_landmark_files/VSL50.parquet,VSL50,diachi_px_1,địa chỉ
801,./dataset/train_landmark_files/VSL50.parquet,VSL50,khanang_tg_2,khả năng
629,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongco_gg_5,không có
404,./dataset/train_landmark_files/VSL50.parquet,VSL50,cokhong_tx_3,có không
1088,./dataset/train_landmark_files/VSL50.parquet,VSL50,nenkhong_tx_4,nên không
1411,./dataset/train_landmark_files/VSL50.parquet,VSL50,ongba_gx_2,ông bà
1142,./dataset/train_landmark_files/VSL50.parquet,VSL50,naunuong_tg_1,nấu nướng
539,./dataset/train_landmark_files/VSL50.parquet,VSL50,hen_gx_3,hẹn
87,./dataset/train_landmark_files/VSL50.parquet,VSL50,ban_tg_5,bạn
1296,./dataset/train_landmark_files/VSL50.parquet,VSL50,tuchoi_px_1,từ chối
1258,./dataset/train_landmark_files/VSL50.parquet,VSL50,thuongxuyen_gx_5,thường xuyên
216,./dataset/train_landmark_files/VSL50.parquet,VSL50,boiroi_tx_5,bối rồi
225,./dataset/train_landmark_files/VSL50.parquet,VSL50,bucminh_gx_3,bực mình
388,./dataset/train_landmark_files/VSL50.parquet,VSL50,cokhong_pg_2,có không
1110,./dataset/train_landmark_files/VSL50.parquet,VSL50,nongtinh_px_5,nóng tính
1134,./dataset/train_landmark_files/VSL50.parquet,VSL50,naunuong_pg_3,nấu nướng
110,./dataset/train_landmark_files/VSL50.parquet,VSL50,bangai_px_2,bạn gái
690,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongmuon_gg_4,không muốn
269,./dataset/train_landmark_files/VSL50.parquet,VSL50,chame_tg_1,cha mẹ
738,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongnen_tg_1,không nên
1235,./dataset/train_landmark_files/VSL50.parquet,VSL50,thoiquen_px_3,thói quen
1005,./dataset/train_landmark_files/VSL50.parquet,VSL50,mitom_px_3,mỳ tôm
520,./dataset/train_landmark_files/VSL50.parquet,VSL50,hapdan_px_5,hấp dẫn
649,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongco_tg_5,không có
843,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_gg_2,kết bạn
1286,./dataset/train_landmark_files/VSL50.parquet,VSL50,tuchoi_gx_1,từ chối
193,./dataset/train_landmark_files/VSL50.parquet,VSL50,boiroi_gx_2,bối rồi
1370,./dataset/train_landmark_files/VSL50.parquet,VSL50,voduyen_tx_3,vô duyên
1050,./dataset/train_landmark_files/VSL50.parquet,VSL50,nhavesinh_tg_1,nhà vệ sinh
989,./dataset/train_landmark_files/VSL50.parquet,VSL50,me_tg_3,mẹ
32,./dataset/train_landmark_files/VSL50.parquet,VSL50,buontham_gg_2,buồn thảm
1470,./dataset/train_landmark_files/VSL50.parquet,VSL50,depkhong_gg_3,đẹp không
167,./dataset/train_landmark_files/VSL50.parquet,VSL50,bome_pg_2,bố mẹ
1168,./dataset/train_landmark_files/VSL50.parquet,VSL50,phaikhong_px_1,phải không
857,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_px_1,kết bạn
553,./dataset/train_landmark_files/VSL50.parquet,VSL50,hen_tg_2,hẹn
80,./dataset/train_landmark_files/VSL50.parquet,VSL50,ban_px_3,bạn
438,./dataset/train_landmark_files/VSL50.parquet,VSL50,cần_không-miền_nam,cần không
1153,./dataset/train_landmark_files/VSL50.parquet,VSL50,phaikhong_gg_1,phải không
1421,./dataset/train_landmark_files/VSL50.parquet,VSL50,ongba_px_2,ông bà
503,./dataset/train_landmark_files/VSL50.parquet,VSL50,hapdan_gg_3,hấp dẫn
257,./dataset/train_landmark_files/VSL50.parquet,VSL50,chame_gx_4,cha mẹ
578,./dataset/train_landmark_files/VSL50.parquet,VSL50,hua_px_1,hứa
935,./dataset/train_landmark_files/VSL50.parquet,VSL50,muonkhong_gg_1,muốn không
880,./dataset/train_landmark_files/VSL50.parquet,VSL50,lau_gx_3,lâu
547,./dataset/train_landmark_files/VSL50.parquet,VSL50,hen_px_1,hẹn
999,./dataset/train_landmark_files/VSL50.parquet,VSL50,mitom_gg_3,mỳ tôm
1202,./dataset/train_landmark_files/VSL50.parquet,VSL50,thitham_px_3,thì thầm
904,./dataset/train_landmark_files/VSL50.parquet,VSL50,mayman_gg_1,may mắn
804,./dataset/train_landmark_files/VSL50.parquet,VSL50,khanang_tg_5,khả năng
1015,./dataset/train_landmark_files/VSL50.parquet,VSL50,mytom_gx_5,mỳ tôm
815,./dataset/train_landmark_files/VSL50.parquet,VSL50,khodai_gg_5,khờ dại
173,./dataset/train_landmark_files/VSL50.parquet,VSL50,bome_px_3,bố mẹ
1261,./dataset/train_landmark_files/VSL50.parquet,VSL50,thuongxuyen_pg_3,thường xuyên
1215,./dataset/train_landmark_files/VSL50.parquet,VSL50,thì_thầm,thì thầm
355,./dataset/train_landmark_files/VSL50.parquet,VSL50,conban_gx_5,còn bạn
111,./dataset/train_landmark_files/VSL50.parquet,VSL50,bangai_px_3,bạn gái
796,./dataset/train_landmark_files/VSL50.parquet,VSL50,khanang_px_2,khả năng
919,./dataset/train_landmark_files/VSL50.parquet,VSL50,mayman_px_1,may mắn
374,./dataset/train_landmark_files/VSL50.parquet,VSL50,conban_tx_4,còn bạn
472,./dataset/train_landmark_files/VSL50.parquet,VSL50,hangngay_gg_3,hàng ngày
1021,./dataset/train_landmark_files/VSL50.parquet,VSL50,mytom_px_5,mỳ tôm
870,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_tx_4,kết bạn
653,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongco_tx_4,không có
280,./dataset/train_landmark_files/VSL50.parquet,VSL50,congai_gg_1,con gái
1181,./dataset/train_landmark_files/VSL50.parquet,VSL50,phaikhong_tx_4,phải không
824,./dataset/train_landmark_files/VSL50.parquet,VSL50,khodai_pg_4,khờ dại
138,./dataset/train_landmark_files/VSL50.parquet,VSL50,bantrai_pg_4,bạn trai
337,./dataset/train_landmark_files/VSL50.parquet,VSL50,contrai_tg_2,con trai
662,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongcan_gx_2,không cần
545,./dataset/train_landmark_files/VSL50.parquet,VSL50,hen_pg_4,hẹn
123,./dataset/train_landmark_files/VSL50.parquet,VSL50,bangai_tx_5,bạn gái
647,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongco_tg_3,không có
1193,./dataset/train_landmark_files/VSL50.parquet,VSL50,thitham_gx_4,thì thầm
507,./dataset/train_landmark_files/VSL50.parquet,VSL50,hapdan_gx_2,hấp dẫn
1392,./dataset/train_landmark_files/VSL50.parquet,VSL50,van_px_4,vẫn
1020,./dataset/train_landmark_files/VSL50.parquet,VSL50,mytom_px_4,mỳ tôm
402,./dataset/train_landmark_files/VSL50.parquet,VSL50,cokhong_tx_1,có không
511,./dataset/train_landmark_files/VSL50.parquet,VSL50,hapdan_pg_1,hấp dẫn
1251,./dataset/train_landmark_files/VSL50.parquet,VSL50,thuongxuyen_gg_3,thường xuyên
1001,./dataset/train_landmark_files/VSL50.parquet,VSL50,mitom_gx_3,mỳ tôm
471,./dataset/train_landmark_files/VSL50.parquet,VSL50,hangngay_gg_2,hàng ngày
263,./dataset/train_landmark_files/VSL50.parquet,VSL50,chame_pg_5,cha mẹ
39,./dataset/train_landmark_files/VSL50.parquet,VSL50,buontham_gx_3,buồn thảm
46,./dataset/train_landmark_files/VSL50.parquet,VSL50,buontham_pg_5,buồn thảm
1433,./dataset/train_landmark_files/VSL50.parquet,VSL50,ongba_tx_4,ông bà
40,./dataset/train_landmark_files/VSL50.parquet,VSL50,buontham_gx_4,buồn thảm
1090,./dataset/train_landmark_files/VSL50.parquet,VSL50,nên_không-miền_nam,nên không
971,./dataset/train_landmark_files/VSL50.parquet,VSL50,me_gg_5,mẹ
1011,./dataset/train_landmark_files/VSL50.parquet,VSL50,mytom_gg_4,mỳ tôm
698,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongmuon_pg_2,không muốn
1242,./dataset/train_landmark_files/VSL50.parquet,VSL50,thoiquen_tg_e,thói quen
494,./dataset/train_landmark_files/VSL50.parquet,VSL50,hangngay_tg_5,hàng ngày
434,./dataset/train_landmark_files/VSL50.parquet,VSL50,cankhong_tx_2,cần không
197,./dataset/train_landmark_files/VSL50.parquet,VSL50,boiroi_pg_1,bối rồi
725,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongnen_gx_3,không nên
766,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongdep_px_3,không đẹp
1194,./dataset/train_landmark_files/VSL50.parquet,VSL50,thitham_gx_5,thì thầm
1545,./dataset/train_landmark_files/VSL50.parquet,VSL50,diachi_px_2,địa chỉ
1166,./dataset/train_landmark_files/VSL50.parquet,VSL50,phaikhong_pg_4,phải không
1525,./dataset/train_landmark_files/VSL50.parquet,VSL50,depkhong(nguoi)_tx_3,đẹp không(người)
865,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_tg_4,kết bạn
307,./dataset/train_landmark_files/VSL50.parquet,VSL50,congai_tx_1,con gái
423,./dataset/train_landmark_files/VSL50.parquet,VSL50,cankhong_px_1,cần không
1546,./dataset/train_landmark_files/VSL50.parquet,VSL50,diachi_px_3,địa chỉ
203,./dataset/train_landmark_files/VSL50.parquet,VSL50,boiroi_px_2,bối rồi
836,./dataset/train_landmark_files/VSL50.parquet,VSL50,khodai_tx_1,khờ dại
822,./dataset/train_landmark_files/VSL50.parquet,VSL50,khodai_pg_2,khờ dại
89,./dataset/train_landmark_files/VSL50.parquet,VSL50,ban_tx_2,bạn
1409,./dataset/train_landmark_files/VSL50.parquet,VSL50,ongba_gg_5,ông bà
275,./dataset/train_landmark_files/VSL50.parquet,VSL50,chame_tx_2,cha mẹ
17,./dataset/train_landmark_files/VSL50.parquet,VSL50,bame_px_3,ba mẹ
853,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_pg_2,kết bạn
982,./dataset/train_landmark_files/VSL50.parquet,VSL50,me_px_1,mẹ
899,./dataset/train_landmark_files/VSL50.parquet,VSL50,lau_tx_2,lâu
41,./dataset/train_landmark_files/VSL50.parquet,VSL50,buontham_gx_5,buồn thảm
1383,./dataset/train_landmark_files/VSL50.parquet,VSL50,van_gx_5,vẫn
613,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongcho_px_5,không cho
1102,./dataset/train_landmark_files/VSL50.parquet,VSL50,nongtinh_pg_2,nóng tính
874,./dataset/train_landmark_files/VSL50.parquet,VSL50,lau_gg_2,lâu
743,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongnen_tx_1,không nên
306,./dataset/train_landmark_files/VSL50.parquet,VSL50,congai_tg_5,con gái
336,./dataset/train_landmark_files/VSL50.parquet,VSL50,contrai_tg_1,con trai
76,./dataset/train_landmark_files/VSL50.parquet,VSL50,ban_pg_4,bạn
784,./dataset/train_landmark_files/VSL50.parquet,VSL50,khanang_gg_5,khả năng
1167,./dataset/train_landmark_files/VSL50.parquet,VSL50,phaikhong_pg_5,phải không
1310,./dataset/train_landmark_files/VSL50.parquet,VSL50,tuchoi_tx_5,từ chối
1469,./dataset/train_landmark_files/VSL50.parquet,VSL50,depkhong_gg_2,đẹp không
1155,./dataset/train_landmark_files/VSL50.parquet,VSL50,phaikhong_gg_3,phải không
1014,./dataset/train_landmark_files/VSL50.parquet,VSL50,mytom_gx_4,mỳ tôm
168,./dataset/train_landmark_files/VSL50.parquet,VSL50,bome_pg_3,bố mẹ
77,./dataset/train_landmark_files/VSL50.parquet,VSL50,ban_pg_5,bạn
1423,./dataset/train_landmark_files/VSL50.parquet,VSL50,ongba_px_4,ông bà
1331,./dataset/train_landmark_files/VSL50.parquet,VSL50,tugiac_px_5,tự giác
1400,./dataset/train_landmark_files/VSL50.parquet,VSL50,van_tx_2,vẫn
850,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_gx_4,kết bạn
515,./dataset/train_landmark_files/VSL50.parquet,VSL50,hapdan_pg_5,hấp dẫn
92,./dataset/train_landmark_files/VSL50.parquet,VSL50,ban_tx_5,bạn
469,./dataset/train_landmark_files/VSL50.parquet,VSL50,dừng_lại,dừng lại
632,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongco_gx_3,không có
908,./dataset/train_landmark_files/VSL50.parquet,VSL50,mayman_gg_5,may mắn
886,./dataset/train_landmark_files/VSL50.parquet,VSL50,lau_pg_4,lâu
1229,./dataset/train_landmark_files/VSL50.parquet,VSL50,thoiquen_pg_3,thói quen
872,./dataset/train_landmark_files/VSL50.parquet,VSL50,kết bạn,kết bạn
763,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongdep_pg_5,không đẹp
556,./dataset/train_landmark_files/VSL50.parquet,VSL50,hen_tg_5,hẹn
818,./dataset/train_landmark_files/VSL50.parquet,VSL50,khodai_gx_3,khờ dại
1320,./dataset/train_landmark_files/VSL50.parquet,VSL50,tugiac_gx_4,tự giác
1097,./dataset/train_landmark_files/VSL50.parquet,VSL50,nongtinh_gx_2,nóng tính
155,./dataset/train_landmark_files/VSL50.parquet,VSL50,bạn trai,bạn trai
1393,./dataset/train_landmark_files/VSL50.parquet,VSL50,van_px_5,vẫn
983,./dataset/train_landmark_files/VSL50.parquet,VSL50,me_px_2,mẹ
1244,./dataset/train_landmark_files/VSL50.parquet,VSL50,thoiquen_tx_2,thói quen
1534,./dataset/train_landmark_files/VSL50.parquet,VSL50,diachi_gx_1,địa chỉ
923,./dataset/train_landmark_files/VSL50.parquet,VSL50,mayman_px_5,may mắn
607,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongcho_pg_4,không cho
640,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongco_px_1,không có
890,./dataset/train_landmark_files/VSL50.parquet,VSL50,lau_px_3,lâu
1388,./dataset/train_landmark_files/VSL50.parquet,VSL50,van_pg_5,vẫn
805,./dataset/train_landmark_files/VSL50.parquet,VSL50,khanang_tx_1,khả năng
654,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongco_tx_5,không có
918,./dataset/train_landmark_files/VSL50.parquet,VSL50,mayman_pg_5,may mắn
339,./dataset/train_landmark_files/VSL50.parquet,VSL50,contrai_tg_4,con trai
968,./dataset/train_landmark_files/VSL50.parquet,VSL50,me_gg_2,mẹ
1175,./dataset/train_landmark_files/VSL50.parquet,VSL50,phaikhong_tg_3,phải không
391,./dataset/train_landmark_files/VSL50.parquet,VSL50,cokhong_pg_5,có không
1058,./dataset/train_landmark_files/VSL50.parquet,VSL50,nhavesinh_tx_4,nhà vệ sinh
1408,./dataset/train_landmark_files/VSL50.parquet,VSL50,ongba_gg_4,ông bà
910,./dataset/train_landmark_files/VSL50.parquet,VSL50,mayman_gx_2,may mắn
1154,./dataset/train_landmark_files/VSL50.parquet,VSL50,phaikhong_gg_2,phải không
1457,./dataset/train_landmark_files/VSL50.parquet,VSL50,dungkhong_tg_2,đúng không
1484,./dataset/train_landmark_files/VSL50.parquet,VSL50,depkhong_px_3,đẹp không
1294,./dataset/train_landmark_files/VSL50.parquet,VSL50,tuchoi_pg_4,từ chối
988,./dataset/train_landmark_files/VSL50.parquet,VSL50,me_tg_2,mẹ
1536,./dataset/train_landmark_files/VSL50.parquet,VSL50,diachi_gx_3,địa chỉ
403,./dataset/train_landmark_files/VSL50.parquet,VSL50,cokhong_tx_2,có không
1452,./dataset/train_landmark_files/VSL50.parquet,VSL50,dungkhong_px_2,đúng không
9,./dataset/train_landmark_files/VSL50.parquet,VSL50,bame_gx_5,ba mẹ
756,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongdep_gx_3,không đẹp
1054,./dataset/train_landmark_files/VSL50.parquet,VSL50,nhavesinh_tg_5,nhà vệ sinh
1523,./dataset/train_landmark_files/VSL50.parquet,VSL50,depkhong(nguoi)_tx_1,đẹp không(người)
1143,./dataset/train_landmark_files/VSL50.parquet,VSL50,naunuong_tg_2,nấu nướng
848,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_gx_2,kết bạn
476,./dataset/train_landmark_files/VSL50.parquet,VSL50,hangngay_gx_2,hàng ngày
963,./dataset/train_landmark_files/VSL50.parquet,VSL50,muonkhong_tx_3,muốn không
842,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_gg_1,kết bạn
893,./dataset/train_landmark_files/VSL50.parquet,VSL50,lau_tg_1,lâu
198,./dataset/train_landmark_files/VSL50.parquet,VSL50,boiroi_pg_2,bối rồi
218,./dataset/train_landmark_files/VSL50.parquet,VSL50,bucminh_gg_1,bực mình
94,./dataset/train_landmark_files/VSL50.parquet,VSL50,bangai_gg_1,bạn gái
1464,./dataset/train_landmark_files/VSL50.parquet,VSL50,dungkhong_tx_4,đúng không
95,./dataset/train_landmark_files/VSL50.parquet,VSL50,bangai_gg_2,bạn gái
1431,./dataset/train_landmark_files/VSL50.parquet,VSL50,ongba_tx_2,ông bà
171,./dataset/train_landmark_files/VSL50.parquet,VSL50,bome_px_1,bố mẹ
1256,./dataset/train_landmark_files/VSL50.parquet,VSL50,thuongxuyen_gx_3,thường xuyên
493,./dataset/train_landmark_files/VSL50.parquet,VSL50,hangngay_tg_4,hàng ngày
620,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongcho_tx_2,không cho
1490,./dataset/train_landmark_files/VSL50.parquet,VSL50,depkhong_tg_4,đẹp không
478,./dataset/train_landmark_files/VSL50.parquet,VSL50,hangngay_gx_4,hàng ngày
1252,./dataset/train_landmark_files/VSL50.parquet,VSL50,thuongxuyen_gg_4,thường xuyên
1075,./dataset/train_landmark_files/VSL50.parquet,VSL50,nenkhong_px_1,nên không
979,./dataset/train_landmark_files/VSL50.parquet,VSL50,me_pg_3,mẹ
1459,./dataset/train_landmark_files/VSL50.parquet,VSL50,dungkhong_tg_4,đúng không
1263,./dataset/train_landmark_files/VSL50.parquet,VSL50,thuongxuyen_pg_5,thường xuyên
462,./dataset/train_landmark_files/VSL50.parquet,VSL50,dunglai_tg_4,dừng lại
1489,./dataset/train_landmark_files/VSL50.parquet,VSL50,depkhong_tg_3,đẹp không
1380,./dataset/train_landmark_files/VSL50.parquet,VSL50,van_gx_2,vẫn
293,./dataset/train_landmark_files/VSL50.parquet,VSL50,congai_pg_3,con gái
34,./dataset/train_landmark_files/VSL50.parquet,VSL50,buontham_gg_3,buồn thảm
577,./dataset/train_landmark_files/VSL50.parquet,VSL50,hua_pg_5,hứa
1030,./dataset/train_landmark_files/VSL50.parquet,VSL50,nhavesinh_gg_1,nhà vệ sinh
849,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_gx_3,kết bạn
854,./dataset/train_landmark_files/VSL50.parquet,VSL50,ketban_pg_3,kết bạn
667,./dataset/train_landmark_files/VSL50.parquet,VSL50,khongcan_pg_2,không cần
